LOCATION,TIME,Value_MLN_USD,Value_USD_CAP,
nzl,1985,41348.444,12637.055078,
nzl,1986,43465.288,13243.537014,
nzl,1987,44273.485,13375.675369,
nzl,1988,45962.992,13852.619656,
nzl,1989,48168.247,14434.596002,
nzl,1990,49520.168,14681.342317,
nzl,1991,50932.811,14528.570835,
nzl,1992,52681.048,14872.409341,
nzl,1993,56956.26,15886.494453,
nzl,1994,61719.814,16982.119107,
nzl,1995,65810.471,17831.916527,
nzl,1996,68930.626,18394.744452,
nzl,1997,72388.499,19089.290758,
nzl,1998,73810.393,19312.991931,
nzl,1999,78923.926,20537.595625,
nzl,2000,82993.426,21470.850533,
nzl,2001,87345.956,22399.270791,
nzl,2002,92024.858,23180.064981,
nzl,2003,96546.623,23868.729248,
nzl,2004,102560.135,25006.738203,
nzl,2005,106147.849,25590.127446,
nzl,2006,116145.806,27675.50845,
nzl,2007,124052.165,29290.053915,
nzl,2008,127057.687,29748.931565,
nzl,2009,132008.446,30572.372215,
nzl,2010,135839.549,31135.864443,
nzl,2011,143362.869,32638.103325,
nzl,2012,145417.047,32916.91304,
nzl,2013,160992.629,36084.865782,
nzl,2014,168435.427,37084.794142,
nzl,2015,172758.809,37246.951138,
nzl,2016,188250.858,39696.946073,
nzl,2017,203223.123,42008.211082,
nzl,2018,208377.269,42334.17358,
nzl,2019,226826.5,45251.266802,
nzl,2020,227831.574,44698.274404,
nzl,2021,237788.545,46388.713365,
oecd,1970,3246051.828,3511.749214,
oecd,1971,3539698.307,3782.196178,
oecd,1972,3896665.389,4115.794515,
oecd,1973,4367454.397,4556.943101,
oecd,1974,4812599.166,4968.506606,
oecd,1975,5281096.587,5397.11272,
oecd,1976,5844312.852,5916.680919,
oecd,1977,6434918.251,6453.81469,
oecd,1978,7196235.858,7150.449698,
oecd,1979,8097293.619,7970.005906,
oecd,1980,8945942.182,8715.447442,
oecd,1981,10016169.283,9671.64003,
oecd,1982,10649448.954,10196.412609,
oecd,1983,11396673.94,10824.913854,
oecd,1984,12367094.094,11657.047475,
oecd,1985,13234428.079,12379.030686,
oecd,1986,13903458.723,12905.276967,
oecd,1987,14774172.901,13611.920738,
oecd,1988,15991116.799,14618.249356,
oecd,1989,17245359.214,15634.370567,
oecd,1990,18434845.871,16566.703336,
oecd,1991,19349917.275,17227.719953,
oecd,1992,20244671.894,17864.024334,
oecd,1993,21023955.327,18395.54435,
oecd,1994,22068145.992,19161.763637,
oecd,1995,23106990.597,19911.812359,
oecd,1996,24310503.353,20793.589811,
oecd,1997,25608102.751,21743.5919,
oecd,1998,26485549.014,22332.37832,
oecd,1999,27716353.249,23208.428856,
oecd,2000,29630992.489,24635.022853,
oecd,2001,30782618.653,25413.762478,
oecd,2002,31973132.619,26205.96799,
oecd,2003,33174050.067,26996.365697,
oecd,2004,35187524.125,28438.485846,
oecd,2005,37111322.681,29787.698134,
oecd,2006,39876493.458,31783.114368,
oecd,2007,42137705.562,33331.226303,
oecd,2008,43563471.965,34192.780535,
oecd,2009,42654877.308,33234.979831,
oecd,2010,44622110.927,34539.291926,
oecd,2011,46692839.815,35919.955997,
oecd,2012,48221844.975,36881.132481,
oecd,2013,50265325.236,38230.030405,
oecd,2014,52041340.596,39343.677147,
oecd,2015,53859702.552,40470.003933,
oecd,2016,56097447.938,41889.107871,
oecd,2017,58571272.413,43489.31381,
oecd,2018,61204077.628,45188.597653,
oecd,2019,62795686.388,46108.057778,
oecd,2020,61611318.231,45036.020617,
oecd,2021,66892298.55,48747.067399,
oecde,1994,8996678.073,null,
oecde,1995,9453440.653,18247.573335,
oecde,1996,9869954.401,18983.618254,
oecde,1997,10345990.018,19831.847916,
oecde,1998,10626893.193,20305.56205,
oecde,1999,11033461.495,21008.082712,
oecde,2000,11829873.095,22432.846191,
oecde,2001,12379460.211,23376.891919,
oecde,2002,12927979.56,24287.458837,
oecde,2003,13292867.331,24839.206646,
oecde,2004,14034386.112,26083.427549,
oecde,2005,14636241.479,27043.333968,
oecde,2006,15966548.916,29344.698966,
oecde,2007,16999467.199,31052.434924,
oecde,2008,17852104.342,32409.709595,
oecde,2009,17458188.77,31515.076944,
oecde,2010,18221186.659,32737.355164,
oecde,2011,19182732.207,34303.207383,
oecde,2012,19616309.185,34933.870296,
oecde,2013,20459359.432,36298.721256,
oecde,2014,21197933.285,37450.545666,
oecde,2015,21983004.985,38647.323901,
oecde,2016,23244648.759,40655.704835,
oecde,2017,24462000.474,42601.251069,
oecde,2018,25508693.604,44222.111413,
oecde,2019,26146181.532,45107.942642,
oecde,2020,25507798.639,43870.406002,
oecde,2021,27692593.887,47507.826669,
pol,1990,235854.012,6201.544298,
pol,1991,226723.936,5949.276387,
pol,1992,237722.775,6227.429596,
pol,1993,252455.079,6605.054311,
pol,1994,271493.344,7097.40137,
pol,1995,296455.882,7745.418211,
pol,1996,319647.574,8348.287338,
pol,1997,345397.567,9020.097336,
pol,1998,366829.528,9581.797308,
pol,1999,388183.91,10143.29528,
pol,2000,408300.79,10672.856292,
pol,2001,425307.706,11118.865029,
pol,2002,451281.404,11803.761357,
pol,2003,469475.426,12291.541453,
pol,2004,509873.159,13354.456755,
pol,2005,530377.339,13898.413011,
pol,2006,577929.412,15156.021515,
pol,2007,640533.407,16804.843293,
pol,2008,697829.214,18308.038986,
pol,2009,734034.283,19074.247921,
pol,2010,801657.893,20813.092736,
pol,2011,868896.689,22553.514215,
pol,2012,903836.561,23455.560312,
pol,2013,934552.984,24272.842559,
pol,2014,968368.101,25162.875509,
pol,2015,1020392.781,26534.723216,
pol,2016,1075392.661,27985.340009,
pol,2017,1141694.015,29714.590984,
pol,2018,1213408.803,31588.493559,
pol,2019,1283148.147,33427.503432,
pol,2020,1306336.642,34059.98442,
pol,2021,1427268.812,37400.262349,
prt,1970,18286.967,2076.990427,
prt,1971,20488.164,2347.456681,
prt,1972,23087.083,2649.215257,
prt,1973,27079.836,3106.299184,
prt,1974,29854.001,3377.191512,
prt,1975,31201.095,3398.006364,
prt,1976,35189.65,3725.066506,
prt,1977,39470.146,4134.000934,
prt,1978,43436.049,4500.358855,
prt,1979,49692.293,5093.675796,
prt,1980,56667.583,5746.227251,
prt,1981,63033.257,6337.219115,
prt,1982,68356.776,6830.139474,
prt,1983,70911.191,7054.769211,
prt,1984,72088.248,7147.460326,
prt,1985,76455.837,7563.842611,
prt,1986,81225.344,8035.69411,
prt,1987,88545.377,8774.772006,
prt,1988,98533.916,9790.09731,
prt,1989,108991.796,10862.950857,
prt,1990,117538.642,11759.764929,
prt,1991,126821.481,12724.507025,
prt,1992,131124.807,13161.573404,
prt,1993,131490.16,13183.556934,
prt,1994,135593.791,13562.362842,
prt,1995,144366.013,14398.876224,
prt,1996,150129.5,14917.62635,
prt,1997,159607.632,15788.66677,
prt,1998,169543.782,16687.051603,
prt,1999,181041.019,17718.199563,
prt,2000,194238.975,18876.663002,
prt,2001,202331.109,19524.941284,
prt,2002,212108.896,20356.721555,
prt,2003,218077.809,20851.131027,
prt,2004,225170.605,21477.752034,
prt,2005,238691.186,22725.351606,
prt,2006,259718.686,24682.69159,
prt,2007,271303.225,25733.019568,
prt,2008,281542.549,26665.771577,
prt,2009,279624.157,26459.014535,
prt,2010,288243.302,27261.94794,
prt,2011,282620.91,26769.42769,
prt,2012,277991.759,26438.140472,
prt,2013,292135.199,27936.006299,
prt,2014,298951.673,28742.313125,
prt,2015,307230.008,29660.845901,
prt,2016,326364.379,31607.610185,
prt,2017,340370.325,33044.70015,
prt,2018,359198.932,34928.61899,
prt,2019,372075.682,36171.964841,
prt,2020,351924.192,34177.019943,
prt,2021,369628.439,35914.150722,
rou,1995,123090.021,5427.022286,
rou,1996,129922.195,5746.832037,
rou,1997,125492.645,5566.088632,
rou,1998,124788.681,5545.47348,
rou,1999,125764.356,5599.975247,
rou,2000,131249.174,5850.142412,
rou,2001,144271.218,6438.267921,
rou,2002,155641.018,7180.411394,
rou,2003,163101.304,7559.956723,
rou,2004,192858.082,8990.277409,
rou,2005,204714.62,9602.147673,
rou,2006,244927.364,11556.584543,
rou,2007,286098.902,13700.099426,
rou,2008,344672.81,16782.321907,
rou,2009,338749.812,16631.928801,
rou,2010,343716.855,16976.354555,
rou,2011,360566.655,17896.205071,
rou,2012,378486.205,18867.537809,
rou,2013,395317.882,19777.078027,
rou,2014,411273.358,20649.932983,
rou,2015,428130.787,21598.495969,
rou,2016,478203.667,24266.389694,
rou,2017,531676.309,27136.130672,
rou,2018,571409.8,29338.106903,
rou,2019,617320.391,31860.316301,
rou,2020,620132.815,32182.141746,
rou,2021,676942.257,35254.361185,
rus,1995,893649.805,6022.881532,
rus,1996,877181.595,5920.496933,
rus,1997,904631.52,6115.87234,
rus,1998,865918.063,5863.841604,
rus,1999,934209.415,6345.894176,
rus,2000,1073593.408,7323.44018,
rus,2001,1152998.495,7898.522928,
rus,2002,1253122.777,8623.997299,
rus,2003,1437840.922,9940.232555,
rus,2004,1582506.988,10984.496611,
rus,2005,1822444.794,12698.299229,
rus,2006,2291243.855,16017.124233,
rus,2007,2553606.502,17881.758587,
rus,2008,3091455.591,21657.589062,
rus,2009,2973733.08,20826.597968,
rus,2010,3143873.887,22008.299275,
rus,2011,3259319.17,22798.673917,
rus,2012,3480301.72,24303.491049,
rus,2013,3741783.371,26073.873547,
rus,2014,3763536.922,25761.66151,
rus,2015,3526234.314,24085.312853,
rus,2016,3538975.3,24128.081806,
rus,2017,3807099.411,25926.431403,
rus,2018,4231840.387,28821.242897,
rus,2019,4398115.281,29967.119348,
rus,2020,4367291.715,29819.046969,
sau,1970,54232.698,9292.166424,
sau,1971,68344.746,11202.231347,
sau,1972,88049.984,13770.948327,
sau,1973,116667.46,17376.498238,
sau,1974,162127.28,22966.370529,
sau,1975,186404.749,25092.502619,
sau,1976,221676.565,28352.415633,
sau,1977,251940.242,30606.457933,
sau,1978,267033.133,30764.752911,
sau,1979,317602.122,34598.609502,
sau,1980,368866.714,37868.99696,
sau,1981,422710.089,40775.915143,
sau,1982,399014.605,36116.19436,
sau,1983,380573.701,32351.153917,
sau,1984,382126.334,30606.91579,
sau,1985,377164.537,28596.652395,
sau,1986,404345.685,29154.61357,
sau,1987,397836.551,27388.535277,
sau,1988,445742.19,29411.786971,
sau,1989,463506.168,29417.860838,
sau,1990,520572.873,31884.533055,
sau,1991,618946.426,36693.899722,
sau,1992,658294.849,37879.117039,
sau,1993,664708.437,37218.238614,
sau,1994,682695.946,37283.195369,
sau,1995,698489.703,37280.936761,
sau,1996,730038.265,38158.810809,
sau,1997,751294.684,38516.918673,
sau,1998,781733,39317.724199,
sau,1999,763176.096,37605.244323,
sau,2000,824128.264,39689.649431,
sau,2001,832007.958,39054.820329,
sau,2002,821341.582,37493.382348,
sau,2003,930645.164,41258.540035,
sau,2004,1031758.941,44417.057438,
sau,2005,1123197.697,46984.604448,
sau,2006,1189455.013,48394.517295,
sau,2007,1243968.072,49261.050328,
sau,2008,1347422.314,51942.26361,
sau,2009,1329736.077,49874.781078,
sau,2010,1413023.527,51351.20568,
sau,2011,1586748.761,56127.024677,
sau,2012,1672470.749,57693.997316,
sau,2013,1680157.97,56563.34222,
sau,2014,1722861.782,56613.475043,
sau,2015,1541832.118,49491.35095,
sau,2016,1475671.786,46289.737315,
sau,2017,1565891.922,47862.022249,
sau,2018,1642519.382,49157.12264,
sau,2019,1677381.92,49020.211911,
sau,2020,1627278.286,46342.597702,
sen,1999,18556.872,2050.88279,
sen,2000,19699.554,2115.811979,
sen,2001,20985.05,2190.359109,
sen,2002,21321.725,2162.779632,
sen,2003,22940.338,2261.384301,
sen,2004,24672.784,2363.618264,
sen,2005,26534.172,2470.298053,
sen,2006,27920.802,2526.133653,
sen,2007,29401.224,2585.106865,
sen,2008,31057.569,2653.781565,
sen,2009,32155.589,2670.169373,
sen,2010,33633.348,2714.170203,
sen,2011,34793.989,2728.699987,
sen,2012,36713.666,2798.104708,
sen,2013,37797.219,2797.721619,
sen,2014,40124.398,2881.298928,
sen,2015,43317.631,3017.267768,
sen,2016,46119.11,3116.185752,
sen,2017,49402.166,3238.212275,
sen,2018,53729.453,3416.600078,
sen,2019,57096.22,3522.47695,
sgp,1990,72583.218,23821.207128,
sgp,1991,80056.715,25536.432292,
sgp,1992,87317.789,27025.004405,
sgp,1993,99633.807,30073.591062,
sgp,1994,113054.534,33066.549923,
sgp,1995,123736.836,35112.609454,
sgp,1996,135416.536,36888.187507,
sgp,1997,149306.016,39332.459478,
sgp,1998,147671.762,37604.21748,
sgp,1999,158378.637,40004.707579,
sgp,2000,176555.261,43831.991264,
sgp,2001,178499.066,43136.555395,
sgp,2002,188420.566,45119.867452,
sgp,2003,200624.771,48754.500928,
sgp,2004,226256.929,54297.319229,
sgp,2005,250473.674,58713.941338,
sgp,2006,281291.61,63915.3851,
sgp,2007,314908.128,68622.385615,
sgp,2008,327031.2,67582.393001,
sgp,2009,329922.989,66143.341906,
sgp,2010,382249.269,75290.38195,
sgp,2011,414966.621,80047.57357,
sgp,2012,435964.936,82071.712428,
sgp,2013,448140.098,83004.278288,
sgp,2014,461771.556,84418.931597,
sgp,2015,481405.402,86974.779015,
sgp,2016,501388.381,89421.862189,
sgp,2017,535130.769,95354.734241,
sgp,2018,567144.562,100575.378913,
sgp,2019,585034.475,102565.651273,
sgp,2020,559957.275,98479.999204,
srb,2000,45242.013,6019.149807,
srb,2001,48637.229,6481.996885,
srb,2002,54159.251,7221.203572,
srb,2003,57194.971,7645.782338,
srb,2004,63344.288,8487.59949,
srb,2005,68319.08,9181.722952,
srb,2006,75665.773,10209.143759,
srb,2007,82941.111,11236.228905,
srb,2008,92848.977,12632.132271,
srb,2009,91758.919,12533.989637,
srb,2010,93317.981,12798.299347,
srb,2011,99446.875,13742.363494,
srb,2012,100310.749,13929.152427,
srb,2013,104804.652,14624.13686,
srb,2014,104531.289,14657.096345,
srb,2015,105922.658,14928.391904,
srb,2016,111931.71,15858.118912,
srb,2017,116623.933,16611.065646,
srb,2018,123717.733,17717.993568,
srb,2019,130725.415,18822.316982,
srb,2020,131730.99,19093.866415,
svk,1992,38118.858,7182.751007,
svk,1993,39764.348,7467.483448,
svk,1994,43133.767,8067.061009,
svk,1995,46611.611,8690.753047,
svk,1996,50535.854,9404.38497,
svk,1997,54296.577,10085.791621,
svk,1998,57263.534,10622.380757,
svk,1999,57813.884,10714.989611,
svk,2000,61305.099,11351.316216,
svk,2001,66622.53,12384.456371,
svk,2002,71578.565,13307.878099,
svk,2003,76200.402,14165.405025,
svk,2004,81800.107,15197.802923,
svk,2005,89400.317,16595.261602,
svk,2006,101626.158,18851.357046,
svk,2007,114062.267,21136.075204,
svk,2008,127626.827,23608.977522,
svk,2009,124321.384,22947.016917,
svk,2010,136415.264,25122.641262,
svk,2011,141145.624,26147.239673,
svk,2012,145400.903,26894.994483,
svk,2013,151117.28,27917.45727,
svk,2014,156759.089,28930.034071,
svk,2015,162523.467,29972.9225,
svk,2016,160999.993,29645.701303,
svk,2017,163511.624,30066.187534,
svk,2018,170018.792,31218.960027,
svk,2019,174350.394,31971.867433,
svk,2020,171169.364,31346.275873,
svk,2021,179815.228,32986.812105,
svn,1990,24723.457,null,
svn,1991,23284.719,null,
svn,1992,22514.159,null,
svn,1993,23703.166,null,
svn,1994,25499.078,null,
svn,1995,27103.017,13628.58473,
svn,1996,28446.073,14295.543648,
svn,1997,30350.957,15279.939573,
svn,1998,31817.141,16050.189412,
svn,1999,33876.846,17077.485063,
svn,2000,35803.079,17996.968428,
svn,2001,37745.933,18949.227486,
svn,2002,40372.33,20236.432071,
svn,2003,42134.66,21106.609472,
svn,2004,45453.88,22757.993512,
svn,2005,47716.594,23848.602419,
svn,2006,51617.51,25707.877384,
svn,2007,55639.892,27559.986593,
svn,2008,59839.586,29594.665839,
svn,2009,56167.869,27510.882999,
svn,2010,57005.689,27823.655096,
svn,2011,59391.555,28931.423641,
svn,2012,59745.667,29048.325999,
svn,2013,61744.434,29979.618841,
svn,2014,63653.392,30872.72888,
svn,2015,65265.909,31631.838376,
svn,2016,70079.359,33942.76789,
svn,2017,75438.709,36517.579273,
svn,2018,80802.156,38998.007761,
svn,2019,84936.451,40658.631737,
svn,2020,83519.119,39718.051823,
svn,2021,91917.427,43605.726721,
swe,1960,18451.39,null,
swe,1961,19688.876,null,
swe,1962,20997.815,null,
swe,1963,22440.234,null,
swe,1964,24401.202,null,
swe,1965,26041.148,null,
swe,1966,27512.88,null,
swe,1967,29255.928,null,
swe,1968,31794.557,null,
swe,1969,35114.337,null,
swe,1970,39434.527,4903.017959,
swe,1971,41824.929,5164.905314,
swe,1972,44631.558,5495.206121,
swe,1973,48945.337,6015.22569,
swe,1974,55056.006,6746.309193,
swe,1975,61691.322,7530.764275,
swe,1976,65775.117,7999.98323,
swe,1977,68746.789,8332.028527,
swe,1978,74871.149,9047.975491,
swe,1979,84196.464,10151.605698,
swe,1980,93362.603,11235.097574,
swe,1981,102661.53,12339.266003,
swe,1982,110365.331,13257.247018,
swe,1983,116867.911,14031.60463,
swe,1984,126205.459,15138.165874,
swe,1985,133009.372,15929.446608,
swe,1986,139339.853,16647.721833,
swe,1987,147574.264,17572.747784,
swe,1988,156689.523,18574.122632,
swe,1989,167155.182,19681.746811,
swe,1990,174721.05,20413.953629,
swe,1991,178559.728,20722.032096,
swe,1992,180513.02,20825.457414,
swe,1993,180974.702,20757.312154,
swe,1994,192103.413,21877.915533,
swe,1995,203849.785,23094.15369,
swe,1996,211543.117,23927.51014,
swe,1997,219433.852,24805.716833,
swe,1998,229132.577,25887.761442,
swe,1999,243339.592,27471.476497,
swe,2000,262776.598,29618.30891,
swe,2001,266234.723,29927.464323,
swe,2002,276017.772,30926.361002,
swe,2003,285004.827,31814.965825,
swe,2004,304508.475,33858.728495,
swe,2005,309212.867,34244.359285,
swe,2006,342608.924,37730.182732,
swe,2007,374204.044,40905.110734,
swe,2008,388684.19,42158.465614,
swe,2009,374539.179,40279.526697,
swe,2010,395981.231,42224.035942,
swe,2011,421515.998,44608.643898,
swe,2012,432488.303,45432.306926,
swe,2013,444616.544,46312.293685,
swe,2014,457507.758,47184.719403,
swe,2015,481170.723,49103.0618,
swe,2016,500423.665,50430.174559,
swe,2017,522476.825,51947.942867,
swe,2018,544594.071,53521.635778,
swe,2019,561214.709,54598.781841,
swe,2020,575972.37,55631.003715,
swe,2021,626614.323,60149.585635,
tur,1970,62608.453,1772.556077,
tur,1971,69796.706,1927.2872,
tur,1972,78158.595,2104.885132,
tur,1973,85298.751,2240.458883,
tur,1974,97950.356,2509.231369,
tur,1975,114866.278,2866.068125,
tur,1976,133546.397,3263.996019,
tur,1977,146848.889,3515.822845,
tur,1978,159576.908,3742.422802,
tur,1979,171558.968,3941.166281,
tur,1980,182491.019,4106.643384,
tur,1981,209504.367,4600.44724,
tur,1982,230333.842,4933.469892,
tur,1983,251229.515,5248.819891,
tur,1984,277817.147,5661.649619,
tur,1985,298754.928,5938.753382,
tur,1986,326132.65,6335.133061,
tur,1987,365899.724,6986.819242,
tur,1988,386829.892,7261.95638,
tur,1989,403014.349,7436.78677,
tur,1990,456795.189,8287.285715,
tur,1991,476618.601,8502.695577,
tur,1992,516652.016,9066.297261,
tur,1993,571432.596,9867.086771,
tur,1994,551793.446,9378.340946,
tur,1995,603877.041,10105.713916,
tur,1996,657003.651,10828.957008,
tur,1997,717486.999,11650.920711,
tur,1998,558264.508,8937.380064,
tur,1999,546532.203,8625.279388,
tur,2000,608934.053,9474.770932,
tur,2001,595719.763,9141.573265,
tur,2002,612446.634,9279.072677,
tur,2003,641061.818,9597.452177,
tur,2004,735764.909,10884.257301,
tur,2005,815102.371,11910.606724,
tur,2006,945298.104,13641.649526,
tur,2007,1042763.52,14863.073639,
tur,2008,1139548.435,16038.231645,
tur,2009,1112470.549,15442.615102,
tur,2010,1268773.828,17346.72046,
tur,2011,1454111.872,19590.858369,
tur,2012,1550688.484,20627.440729,
tur,2013,1703669.602,22373.136543,
tur,2014,1860470.92,24104.984583,
tur,2015,2022397.778,25855.912681,
tur,2016,2116398.303,26695.909373,
tur,2017,2264269.34,28193.061398,
tur,2018,2302309.895,28281.473275,
tur,2019,2241542.837,27144.223561,
tur,2020,2297009.984,27547.040639,
tur,2021,2591454.898,30712.083556,
usa,1970,1073303,5233.352349,
usa,1971,1164850,5608.545346,
usa,1972,1279110,6093.20516,
usa,1973,1425376,6725.406839,
usa,1974,1545243,7224.204995,
usa,1975,1684904,7801.167695,
usa,1976,1873412,8590.244216,
usa,1977,2081826,9450.431025,
usa,1978,2351599,10562.860184,
usa,1979,2627333,11671.536965,
usa,1980,2857307,12547.12681,
usa,1981,3207041,13943.171542,
usa,1982,3343789,14399.353194,
usa,1983,3634038,15508.007835,
usa,1984,4037613,17080.014721,
usa,1985,4338979,18192.326398,
usa,1986,4579631,19027.646323,
usa,1987,4855215,19993.226076,
usa,1988,5236438,21367.896156,
usa,1989,5641580,22804.674457,
usa,1990,5963144,23835.319229,
usa,1991,6158129,24289.547588,
usa,1992,6520327,25378.624641,
usa,1993,6858559,26350.492927,
usa,1994,7287236,27660.268357,
usa,1995,7639749,28657.512716,
usa,1996,8073122,29932.157767,
usa,1997,8577552,31424.438925,
usa,1998,9062817,32817.981996,
usa,1999,9631172,34479.794364,
usa,2000,10250952,36299.662179,
usa,2001,10581929,37100.285739,
usa,2002,10929108,37954.222014,
usa,2003,11456450,39419.907372,
usa,2004,12217196,41659.662691,
usa,2005,13039197,44052.382996,
usa,2006,13815583,46234.10571,
usa,2007,14474228,47976.201209,
usa,2008,14769862,48498.445211,
usa,2009,14478067,47122.988543,
usa,2010,15048970,48580.481254,
usa,2011,15599731,49997.535335,
usa,2012,16253970,51729.310147,
usa,2013,16843196,53241.104196,
usa,2014,17550687,55081.542599,
usa,2015,18206023,56731.074605,
usa,2016,18695106,57846.274282,
usa,2017,19479623,59896.756042,
usa,2018,20527159,62783.978541,
usa,2019,21372582,65055.785369,
usa,2020,20893746,63285.232257,
usa,2021,22996100,69558.470785,
zaf,1970,49712.479,null,
zaf,1971,54467.478,null,
zaf,1972,57762.274,null,
zaf,1973,63713.187,null,
zaf,1974,73690.498,null,
zaf,1975,81881.237,null,
zaf,1976,88331.087,null,
zaf,1977,93731.257,null,
zaf,1978,103348.43,null,
zaf,1979,116165.264,null,
zaf,1980,135044.052,null,
zaf,1981,155746.565,null,
zaf,1982,164734.906,null,
zaf,1983,168026.171,null,
zaf,1984,182965.033,null,
zaf,1985,186464.437,5770.555137,
zaf,1986,190253.613,5753.699261,
zaf,1987,199053.155,5884.63713,
zaf,1988,214729.967,6207.398562,
zaf,1989,228492.038,6460.748356,
zaf,1990,237352.774,6566.479477,
zaf,1991,242880.945,6575.051401,
zaf,1992,243106.79,6440.682762,
zaf,1993,251939.295,6533.526075,
zaf,1994,264946.177,6727.526966,
zaf,1995,277315.172,6897.778763,
zaf,1996,294218.205,7173.30916,
zaf,1997,306839.155,7336.362066,
zaf,1998,311010.997,7298.116883,
zaf,1999,323494.507,7457.42342,
zaf,2000,343398.652,7785.430154,
zaf,2001,359875.667,8029.394405,
zaf,2002,377974.816,8231.010007,
zaf,2003,394104.649,8482.559542,
zaf,2004,425082.48,9040.324048,
zaf,2005,460807.79,9680.447732,
zaf,2006,502257.965,10419.232827,
zaf,2007,546426.931,11190.299586,
zaf,2008,580061.138,11703.830104,
zaf,2009,569357.684,11336.459502,
zaf,2010,594745.614,11685.445692,
zaf,2011,633011.149,12272.385595,
zaf,2012,637033.795,12186.131656,
zaf,2013,668457.699,12616.606378,
zaf,2014,682954.739,12717.613064,
zaf,2015,695228.551,12772.251817,
zaf,2016,707743.902,12827.603574,
zaf,2017,724100.729,12952.21634,
zaf,2018,747035.1,13193.179777,
zaf,2019,758045.954,13219.802898,
zaf,2020,713611.105,12289.913445,
zmb,2006,28811.764,2366.663717,
zmb,2007,32056.899,2563.936567,
zmb,2008,35220.974,2741.145147,
zmb,2009,38761.713,2933.160245,
zmb,2010,43251.686,3178.868556,
zmb,2011,46613.602,3324.081982,
zmb,2012,49509.495,3422.709633,
zmb,2013,53419.843,3578.739404,
zmb,2014,54506.588,3539.388815,
zmb,2015,54472.595,3430.48022,
zmb,2016,55712.209,3404.767414,
zmb,2017,58735.191,3484.940724,
zmb,2018,62571.975,3606.038196,
zmb,2019,64606.932,3617.2069,
